Structure URN,ID,Name EN,Name UK,Description EN,Description UK,ID_orig,ID_orig_without_sek,Details,Included Items,Excluded Items,parent
SSSU:CL_NACE_R2_UA(1.1.3),DK29_12_2,"Ремонт і технічне обслуговування насосів, компресорів та гідравлічних систем",,,,DK29.12.2,29.12.2,,,,DK29_12
SSSU:CL_NACE_R2_UA(1.1.3),DK29_12_3,"Монтаж насосів, компресорів та гідравлічних систем",,,,DK29.12.3,29.12.3,,,,DK29_12
SSSU:CL_NACE_R2_UA(1.1.3),DK29_13_0,Виробництво кранів і клапанів,,,,DK29.13.0,29.13.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво промислових трубопровідних кранів і клапанів, включаючи регулювальні, запобіжні та впускні клапани, тощо  
виробництво водопровідних вентилів, кранів і клапанів  
виробництво вентилів, кранів і клапанів для опалювальних систем тощо  
виробництво деталей до вентилів, кранів і клапанів та подібних виробів  
монтаж, технічне обслуговування та ремонт промислових кранів і клапанів 
</ul>","<i>Цей підклас не включає:

виробництво клапанів з незміцненої гуми, скла чи кераміки (див. 25.13, 26.15, 26.24)  
виробництво впускних та випускних клапанів двигунів внутрішнього згоряння (див. 34.30, 35.30)  
сантехнічні роботи в будинках (див. 45.33) 

</i>",DK29_13
SSSU:CL_NACE_R2_UA(1.1.3),DK29_14_0,"Виробництво підшипників, зубчастих передач, елементів механічних передач та приводів",,,,DK29.14.0,29.14.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво кулькових та роликових підшипників  
виробництво елементів механічних передач: передавальних валів та кривошипів, кулачкових валів, колінчастих валів, карданних механізмів тощо, корпусів та вкладників підшипників  
виробництво зубчастих коліс, зубчастих передач, редукторів, мультиплікаторів, фрикційних передач та інших механізмів для змінювання швидкостей  
виробництво махових коліс та шківів, включаючи поліспасти  
виробництво роликових та шарнірних привідних ланцюгів  
виробництво зчеплень і з'єднань для валів  
виробництво муфт  
виробництво гідродинамічних передач (гідромуфт та гідротрансформаторів)  
виробництво деталей до підшипників, зубчастих передач, елементів механічних передач та приводів  
монтаж, технічне обслуговування і ремонт зубчастих передач та елементів механічних передач 
</ul>","<i>Цей підклас не включає:

виробництво ланцюгів, крім привідних (див. 28.74)  
виробництво електромагнітних муфт (див. 31.62)  
установлення, технічне обслуговування та ремонт елементів механічних передач для автомобілів та мотоциклів (див. 50.20, 50.40.4) 

</i>",DK29_14
SSSU:CL_NACE_R2_UA(1.1.3),DK29_21_0,Виробництво печей та пічних пальників,,,,DK29.21.0,29.21.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво електричних та інших промислових та лабораторних печей, включаючи сміттєспалювальні печі  
виробництво пальників, форсунок  
виробництво деталей до печей та пічних пальників  
монтаж, технічне обслуговування і ремонт печей та пічних пальників 
</ul>  <em>Цей підклас включає також:</em>  <ul>
виробництво автоматичних топок, колосникових решіток, пристроїв для механічного чи автоматичного завантаження печей та видалення золи тощо 
</ul>","<i>Цей підклас не включає:

виробництво сільськогосподарських сушарок (див. 29.53)  
виробництво неелектричних хлібопекарських печей (див. 29.53)  
виробництво сушарок для деревини, паперової маси, паперу чи картону (див. 29.56)  
виробництво побутових печей (див. 29.71)  
виробництво медичних та лабораторних стерилізаторів (див. 33.10) 

</i>",DK29_21
SSSU:CL_NACE_R2_UA(1.1.3),DK29_22_1,Виробництва підіймально-транспортного устатковання,,,,DK29.22.1,29.22.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво підіймального та вантажно-розвантажувального устатковання з ручним або механічним приводом: талів, лебідок, кабестанів, домкратів, дерик-кранів, мостових та баштових кранів, мостових перевантажувачів, портальних кранів та інших підіймальних кранів, навантажувачів промислового типу, забезпечених або не забезпечених підіймальними та вантажно-розвантажувальними пристроями (самохідними або несамохідними), механічних маніпуляторів та промислових роботів, призначених для підіймальних та вантажно-розвантажувальних робіт  
виробництво конвеєрів, канатних доріг, транспортерів тощо  
виробництво ліфтів, ескалаторів та рухомих доріжок тощо  
виробництво вузлів та деталей до підіймально-транспортного устатковання 
</ul>","<i>Цей підклас не включає:

виробництво підйомників безперервної дії та конвеєрів для підземних робіт (див. 29.52)  
виробництво екскаваторів, включаючи одноківшові, та ківшових навантажувачів (див. 29.52)  
виробництво промислових роботів широкого застосування (див. 29.56)  
виробництво плавучих, залізничних та автомобільних кранів (див. 35.11, 35.20, 34.10)  
установлення та монтаж ліфтів та ескалаторів (див. 45.31) 

</i>",DK29_22
SSSU:CL_NACE_R2_UA(1.1.3),DK29_22_2,"Ремонт, технічне обслуговування та монтаж підіймально-транспортного устатковання",,,,DK29.22.2,29.22.2,,"<em>Цей підклас включає також:</em>  <ul>
ремонт та технічне обслуговування ліфтів та ескалаторів 
</ul>",,DK29_22
SSSU:CL_NACE_R2_UA(1.1.3),DK29_23_0,Виробництво промислового холодильного та  вентиляційного устатковання,,,,DK29.23.0,29.23.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво промислового холодильного та морозильного устатковання, теплових насосів   
виробництво кондиціонерів  
виробництво теплообмінників  
виробництво промислових вентиляторів  
виробництво вузлів та деталей до промислового холодильного та вентиляційного устатковання  
монтаж, технічне обслуговування та ремонт промислового холодильного та вентиляційного устатковання 
</ul>","<i>Цей підклас не включає:

виробництво сільськогосподарських сушарок (див. 29.53)  
виробництво побутових холодильних та морозильних приладів, вентиляторів (див. 29.71)  
установлення вентиляційних, охолоджувальних систем, систем кондиціонування повітря в житлових та службових приміщеннях (див. 45.33)  
ремонт та технічне обслуговування побутового електричного холодильного та вентиляційного устатковання (52.72.2) 

</i>",DK29_23
SSSU:CL_NACE_R2_UA(1.1.3),DK29_24_1,Виробництво інших машин та устатковання загального призначення,,,,DK29.24.1,29.24.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво устатковання для зважування: побутових ваг та ваг для магазинів, стаціонарних та конвеєрних ваг, гир тощо  
виробництво устатковання для очищення і фільтрації рідин  
виробництво устатковання для розкидання, розсіювання, розбризкування, розпилювання рідин або порошків: розпилювачів, вогнегасників, піскоструминних та пароструминних пристроїв тощо  
виробництво пакувальних та загортальних машин: машин для наповнення та розливання, закупорювання, закочування, закривання, пломбування, наклеювання етикеток тощо  
виробництво машин для миття, сушіння пляшок та газування напоїв  
виробництво дистиляційних установок та ректифікаційних колон для нафтопереробних заводів, хімічної промисловості, виробництва напоїв тощо  
виробництво газогенераторів  
виробництво каландрів та каландрового устатковання промислового типу  
виробництво центрифуг  
виробництво прокладок та ущільнювачів з листового металу в поєднанні з іншим матеріалом, або таких, які містять два чи більше шарів металу  
виробництво торгових автоматів  
виробництво посудомийних машин промислового типу  
виробництво вузлів і деталей до машин та устатковання загального призначення, віднесених до цього підкласу 
</ul>","<i>Цей підклас не включає:

виробництво сільськогосподарських обприскувачів (див. 29.32)  
виробництво прокатних станів та валків до них, устатковання для виробництва листового скла (див. 29.51, 29.56)  
виробництво молочних сепараторів (див. 29.53)  
виробництво побутових вентиляторів (див. 29.71)  
виробництво високочутливих лабораторних ваг (див. 33.20) 

</i>",DK29_24
SSSU:CL_NACE_R2_UA(1.1.3),DK29_24_3,Монтаж інших машин та устатковання загального призначення,,,,DK29.24.3,29.24.3,,,,DK29_24
SSSU:CL_NACE_R2_UA(1.1.3),DK29_24_4,Ремонт і технічне обслуговування інших машин та устатковання загального призначення,,,,DK29.24.4,29.24.4,,,,DK29_24
SSSU:CL_NACE_R2_UA(1.1.3),DK29_31_0,Виробництво тракторів для сільського та лісового господарства,,,,DK29.31.0,29.31.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво тракторів для сільського та лісового господарства  
виробництво тракторів, які керуються водієм, що йде поруч  
монтаж, технічне обслуговування і ремонт тракторів для сільського та лісового господарства 
</ul>","<i>Цей підклас не включає:

виробництво тягачів для напівпричепів (див. 34.10)  
виробництво причепів та напівпричепів (див. 34.20) 

</i>",DK29_31
SSSU:CL_NACE_R2_UA(1.1.3),DK29_32_1,Виробництво інших машин та устатковання  для сільського та лісового господарства,,,,DK29.32.1,29.32.1,,"<em>Цей підклас включає</em>  <ul>
виробництво косарок, включаючи газонокосарки  
виробництво сільськогосподарських самозавантажувальних та саморозвантажувальних причепів та напівпричепів  
виробництво сільськогосподарських машин для підготування ґрунту, садіння рослин, внесення добрив: плугів, розкидачів добрив, сівалок, борін тощо  
виробництво машин для збирання урожаю: комбайнів, молотарок, сортувальних машин тощо  
виробництво доїльних апаратів  
виробництво машин для захисту сільськогосподарських культур, включаючи обприскувачі   
виробництво інших сільськогосподарських машин та устатковання для птахівництва, бджільництва, підготування кормів тощо, для очищення, сортування та маркування яєць, фруктів, насіння, зерна тощо  
виробництво вузлів та деталей до машин для сільського та лісового господарства, віднесених до цього підкласу 
</ul>","<i>Цей підклас не включає:

виробництво ручних інструментів для сільського та лісового господарства й садівництва (див. 28.62)  
виробництво навантажувачів (див. 29.22)  
виробництво молочних сепараторів (див. 29.53)  
виробництво причепів та напівпричепів (див. 34.20) 

</i>",DK29_32
SSSU:CL_NACE_R2_UA(1.1.3),DK29_32_4,"Ремонт, технічне обслуговування і монтаж інших машин та устатковання  для сільського та лісового господарства",,,,DK29.32.4,29.32.4,,,,DK29_32
SSSU:CL_NACE_R2_UA(1.1.3),DK29_41_0,Виробництво портативних електромеханічних та пневматичних ручних інструментів,,,,DK29.41.0,29.41.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво електромеханічних та пневматичних ручних інструментів будь-якого призначення, але обов'язково портативних, та деталей до них  
виробництво ручних інструментів з електроприводом 
</ul>","<i>Цей підклас не включає:

виробництво змінних робочих частин ручних та механізованих інструментів, а також інструментів для верстатів (див. 28.62) 

</i>",DK29_41
SSSU:CL_NACE_R2_UA(1.1.3),DK29_42_0,Виробництво верстатів для оброблення металу,,,,DK29.42.0,29.42.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво верстатів, що працюють за спеціальною технологією  
виробництво оброблювальних центрів, верстатних агрегатів  
виробництво спеціальних верстатів для оброблення металу шляхом видалення його частини, включаючи лазерне, ультразвукове та електроерозійне оброблення: токарних, свердлильних, розточувальних та інших верстатів  
виробництво верстатів для оброблення металу без видалення його частини під час оброблення: ковальсько-пресового обладнання, волочильних верстатів тощо  
виробництво інших верстатів для оброблення металу  
виробництво вузлів та приладдя до верстатів для оброблення металу 
</ul>","<i>Цей підклас не включає:

виробництво змінних робочих частин ручних та механізованих інструментів, а також інструментів для верстатів (див. 28.62)  
виробництво машин та устатковання для металургії (див. 29.51)  
виробництво машин та устатковання для добувної промисловості (див. 29.52) 

</i>",DK29_42
SSSU:CL_NACE_R2_UA(1.1.3),DK29_43_1,Виробництво інших верстатів,,,,DK29.43.1,29.43.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво верстатів для оброблення деревини, каменю та інших подібних твердих матеріалів; пресів для виготовлення панелей зі стружки та подібних виробів  
виробництво устатковання для зварювання та паяння  
виготовлення пристроїв для кріплення інструментів до верстатів, різенарізних автоматичних головок, ділильних головок та інших спеціальних пристроїв для верстатів  
виготовлення вузлів і пристроїв до верстатів для оброблення дерева та інших матеріалів, зварювального устатковання 
</ul>","<i>Цей підклас не включає:

виробництво змінних робочих частин ручних та механізованих інструментів, а також інструментів та оснащення для верстатів (див. 28.62) 

</i>",DK29_43
SSSU:CL_NACE_R2_UA(1.1.3),DK29_43_2,"Ремонт, технічне обслуговування та монтаж верстатів",,,,DK29.43.2,29.43.2,,"<em>Цей підклас включає:</em>  <ul>
ремонт, технічне обслуговування та монтаж портативних електромеханічних та пневматичних ручних інструментів, верстатів для оброблення металу, дерева та інших матеріалів, зварювального устатковання, віднесених до підкласів 29.41.0, 29.42.0 та 29.43.1 
</ul>",,DK29_43
SSSU:CL_NACE_R2_UA(1.1.3),DK29_51_1,Виробництво машин та устатковання для металургії,,,,DK29.51.1,29.51.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво машин та устатковання для оброблення рідких металів: конверторів, виливниць, ковшів, розливних та ливарних машин тощо  
виробництво прокатних станів та валків до них  
виробництво вузлів та деталей до машин та устатковання для металургії 
</ul>","<i>Цей підклас не включає:

виробництво волочильних верстатів (див. 29.42)  
виробництво опок та ливарних форм (крім виливниць) (див. 29.56) 

</i>",DK29_51
SSSU:CL_NACE_R2_UA(1.1.3),DK29_51_2,Монтаж машин та устатковання для металургії,,,,DK29.51.2,29.51.2,,,,DK29_51
SSSU:CL_NACE_R2_UA(1.1.3),DK29_51_3,Ремонт і технічне обслуговування машин та устатковання для металургії,,,,DK29.51.3,29.51.3,,,,DK29_51
SSSU:CL_NACE_R2_UA(1.1.3),DK29_52_1,Виробництво машин та устатковання для добувної промисловості й будівництва,,,,DK29.52.1,29.52.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво підйомників безперервної дії та конвеєрів для підземних робіт  
виробництво бурильних, врубових та прохідницьких машин, іншого устатковання для проходки тунелів  
виробництво машин для оброблення мінералів просіюванням, сортуванням, розділенням тощо  
виробництво формувальних машин для виготовлення піщаних ливарних форм  
виробництво бетонозмішувачів та змішувачів будівельних розчинів  
виробництво землерийних машин: бульдозерів, у тому числі із поворотним відвалом, грейдерів, скреперів, дорожніх котків, планувальників, одноківшових екскаваторів, ківшових навантажувачів тощо  
виробництво відвалів бульдозерів  
виробництво устатковання для забивання і висмикування паль, розподілювачів будівельного розчину, бітуму, устатковання для оброблення поверхні бетону тощо  
виробництво гусеничних будівельних тракторів  
виробництво вузлів і деталей до машин та устатковання для добувної промисловості й будівництва 
</ul>","<i>Цей підклас не включає:

виробництво підіймально-транспортного устатковання (див. 29.22)  
виробництво верстатів для оброблення каменю, включаючи оброблення поверхні каменю (див. 29.43)  
виробництво морських бурових платформ (див. 35.11) та автобурових платформ (див. 34.10) 

</i>",DK29_52
SSSU:CL_NACE_R2_UA(1.1.3),DK29_52_3,Ремонт і технічне обслуговування машин та устатковання для добувної промисловості й будівництва,,,,DK29.52.3,29.52.3,,,,DK29_52
SSSU:CL_NACE_R2_UA(1.1.3),DK29_52_4,Монтаж машин та устатковання для добувної промисловості й будівництва,,,,DK29.52.4,29.52.4,,,,DK29_52
SSSU:CL_NACE_R2_UA(1.1.3),DK29_53_1,Виробництво машин та устатковання для перероблення сільгосппродуктів,,,,DK29.53.1,29.53.1,,"<em>Цей підклас включає</em> виробництво машин та устатковання для виготовлення харчових продуктів, напоїв та тютюнових виробів: <ul>
для молочної промисловості: сепараторів, гомогенізаторів, опромінювачів, масловиготівників, маслоробок  
для виробництва сиру: гомогенізаторів, сироробних ванн, машин для формування, пресів тощо  
для борошномельної промисловості: млинів, вальців, дозаторів, просіювачів, сит, машин для очищення від висівок, змішувачів, рисолущильних та горохолущильних машин тощо  
для виноробства, виготовлення сидру, фруктових соків: пресів, дробарок, подрібнювачів тощо   
для хлібопекарської промисловості, для виготовлення макаронів, спагеті та подібних макаронних виробів: неелектричних хлібопекарських печей, змішувачів і роз'єднувачів для тіста, машин для формування або дозування тіста тощо  
для виготовлення різних харчових продуктів: кондитерських виробів, какао, шоколаду, цукру; для перероблення м'яса та птиці; оброблення фруктів, горіхів та овочів; оброблення риби, молюсків та інших морепродуктів; для промислового оброблення або виробництва харчових продуктів, включаючи напої  
для виготовлення тваринних жирів та олії  
для перероблення тютюну, виробництва сигарет, сигар, тютюну для люльок, жувального та нюхального тютюну  
для приготування їжі у готелях та ресторанах  
виробництво сільськогосподарських сушарок  
виробництво вузлів і деталей до машин та устатковання для перероблення сільгосппродуктів 
</ul>","<i>Цей підклас не включає:

виробництво пакувальних та загортальних машин, устатковання для зважування (див. 29.24)  
виробництво машин для очищення, сортування та маркування яєць, фруктів, насіння, зерна тощо (див. 29.32) 

</i>",DK29_53
SSSU:CL_NACE_R2_UA(1.1.3),DK29_53_2,Монтаж машин та устатковання для перероблення сільгосппродуктів,,,,DK29.53.2,29.53.2,,,,DK29_53
SSSU:CL_NACE_R2_UA(1.1.3),DK29_53_3,Ремонт і технічне обслуговування машин та устатковання для перероблення сільгосппродуктів,,,,DK29.53.3,29.53.3,,,,DK29_53
SSSU:CL_NACE_R2_UA(1.1.3),DK29_54_1,"Виробництво машин та устатковання для виготовлення текстильних, швейних, хутряних та шкіряних виробів",,,,DK29.54.1,29.54.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво машин та устатковання для виготовлення текстильних виробів: машин для підготування, виробництва, формування, розтягування, текстурування та різання хімічних текстильних волокон, матеріалів та пряжі; машин для підготування натуральних текстильних волокон: попередньочесальних, тіпальних машин, машин для розкладання бавовни, машин для промивання вовни, карбонізаторів вовни, гребенечесальних та кардочесальних машин, рівничних машин тощо; прядильних машин; машин для підготування пряжі: мотальних, снувальних тощо; ткацьких верстатів, включаючи ручні; в'язальних машин; машин для виробництва сіткових полотен, тюлю, мережив, тасьми, басону тощо  
виробництво допоміжних механізмів та устатковання для текстильної промисловості: ремізних рам, жакардових механізмів, автоматичних вимикачів, механізмів заміни човників, веретен тощо  
виробництво машин та устатковання для оброблення тканин: вибілювання, фарбування, апретування, оздоблення, нанесення покриттів або просочування текстильних тканин; машин та устатковання для намотування, розмотування, складання, різання, крою, плісирування, насікання зубчиків на тканинах тощо  
виробництво машин та устатковання для пралень: прасувальних машин, включаючи прасувальні преси, пральних та сушильних машин, машин для хімічного чищення  
виробництво швейних машин, голівок та голок для швейних машин  
виробництво машин та устатковання для виробництва й оброблення повсті, фетру та інших нетканих матеріалів  
виробництво машин та устатковання для оброблення шкіри: для підготування, дублення шкур і оброблення шкіри; машин та устатковання для виробництва і ремонту взуття та інших виробів зі шкіри або хутра  
виробництво вузлів та деталей до машин та устатковання для виготовлення текстильних, швейних, хутряних та шкіряних виробів 
</ul>","<i>Цей підклас не включає:

виробництво перфорованого паперу для жакардових машин (див. 21.25)  
виробництво прасувальних машин каландрового типу (див. 29.24)  
виробництво брошурувально-палітурного устатковання (див. 29.56)  
виробництво побутових пральних машин та сушарок (див. 29.71) 

</i>",DK29_54
SSSU:CL_NACE_R2_UA(1.1.3),DK29_54_2,"Ремонт, технічне обслуговування і монтаж машин та устатковання для виготовлення текстильних, швейних, хутряних та шкіряних виробів",,,,DK29.54.2,29.54.2,,,,DK29_54
SSSU:CL_NACE_R2_UA(1.1.3),DK29_55_1,Виробництво машин та устатковання для виробництва паперу та картону,,,,DK29.55.1,29.55.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво машин та устатковання для виробництва паперової маси, паперу та картону, виробів з паперу та картону  
виробництво вузлів і деталей до машин та устатковання для виробництва паперу та картону 
</ul>","<i>Цей підклас не включає:

виробництво сушарок для деревини, паперової маси, паперу чи картону (див. 29.56) 

</i>",DK29_55
SSSU:CL_NACE_R2_UA(1.1.3),DK29_55_2,"Ремонт, технічне обслуговування і монтаж машин та устатковання для виробництва паперу та картону",,,,DK29.55.2,29.55.2,,,,DK29_55
SSSU:CL_NACE_R2_UA(1.1.3),DK29_56_1,"Виробництво  машин та устатковання спеціального призначення, не віднесених до інших групувань",,,,DK29.56.1,29.56.1,,"<em>Цей підклас включає</em> виробництво решти машин та устатковання спеціального призначення, не віднесених до інших групувань, наприклад: <ul>
екструдерів, прес-форм, машин для виробництва та відновлення пневматичних шин та інших машин для виробництва виробів з гуми або пластмас  
виробництво друкарського та брошурувально-палітурного устатковання  
виробництво опок, ливарних форм, ливарних піддонів, ливарних моделей, форм для будь-яких матеріалів   
машин для збирання ламп розжарювання, електронних ламп та електронно-променевих пристроїв, машин або приладів для розділення ізотопів, для виробництва та гарячого оброблення скла та скляних виробів, скловолокон та склопряжі, машин для виробництва канатів тощо  
виробництво сушарок для деревини, паперової маси, паперу чи картону; сушарок відцентрових для білизни  
виробництво промислових роботів широкого застосування тощо   
виробництво підпорів пересувних (механізованих) з гідравлічним приводом 
виробництво вузлів і деталей до машин та устатковання спеціального призначення, віднесених до цього підкласу 
</ul>","<i>Цей підклас не включає:

виробництво верстатів для оброблення твердої гуми, твердих пластмас та холодного оброблення скла (див. 29.43)  
виробництво побутових приладів (див. 29.7) 

</i>",DK29_56
SSSU:CL_NACE_R2_UA(1.1.3),DK29_56_5,"Монтаж машин та устатковання спеціального призначення, не віднесених до інших групувань",,,,DK29.56.5,29.56.5,,,,DK29_56
SSSU:CL_NACE_R2_UA(1.1.3),DK29_56_6,"Ремонт і технічне обслуговування машин та устатковання спеціального призначення, не віднесених до інших групувань",,,,DK29.56.6,29.56.6,,,,DK29_56
SSSU:CL_NACE_R2_UA(1.1.3),DK29_60_0,Виробництво зброї та боєприпасів,,,,DK29.60.0,29.60.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво танків та інших бойових машин  
виробництво артилерійських снарядів та балістичних ракет  
виробництво легкої зброї  
виробництво боєприпасів  
виробництво вузлів і деталей до зброї та боєприпасів  
монтаж, технічне обслуговування і ремонт зброї 
</ul>  <em>Цей підклас включає також:</em>  <ul>
виробництво вогнепальної мисливської та спортивної зброї, вогнепальної зброї для самозахисту та боєприпасів до цих видів зброї  
виробництво вибухових пристроїв, таких як бомби, міни та торпеди 
</ul>","<i>Цей підклас не включає:

виробництво детонаторів, зривників, сигнальних та освітлювальних ракет (див. 24.61)  
виробництво холодної зброї: шабель, мечів, шпаг, штиків тощо (див. 28.75)  
виробництво броньованих інкасаторських машин (див. 34.10)  
монтаж, технічне обслуговування зброї та боєприпасів на місцях їх зберігання (у військових частинах) (див. 75.22) 

</i>",DK29_60
SSSU:CL_NACE_R2_UA(1.1.3),DK29_71_0,Виробництво електричних побутових приладів,,,,DK29.71.0,29.71.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво електричних побутових приладів: холодильників та морозильних камер, посудомийних машин, пральних машин та сушарок, пилососів, підлогонатирачів, сміттєподрібнювачів, млинів, м'ясорубок, міксерів, соковижималок, консервовідкривачів, електробритв, електричних зубних щіток, ножегострил, кухонних вентиляторів та витяжних пристроїв тощо  
виробництво побутових електронагрівальних приладів: електричних водонагрівачів, електроковдр, сушарок для волосся, гребінців, щіток, бігуді, електропрасок, обігрівачів приміщень, вентиляторів, електропечей, мікрохвильових печей, кухонних плит, підігрівачів для посуду, тостерів, кавоварок, чайників, сковорід, грилів, радіаторів, нагрівальних резисторів (нагрівачів опору) тощо  
виробництво вузлів та деталей до електричних побутових приладів 
</ul>  <em>Цей підклас включає також:</em>  <ul>
виробництво, технічне обслуговування і ремонт професійних приладів: нагрівального устатковання для уникнення утворення криги на шляхах, для підігріву ґрунту, інфрачервоних радіаторів для зовнішнього використання тощо 
</ul>","<i>Цей підклас не включає:

виробництво швейних машин (див. 29.54)  
виготовлення сушарок відцентрових для білизни (див. 29.56)  
ремонт та технічне обслуговування побутових електроприладів (див. 52.72.2) 

</i>",DK29_71
SSSU:CL_NACE_R2_UA(1.1.3),DK29_72_0,Виробництво неелектричних побутових приладів,,,,DK29.72.0,29.72.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво неелектричних побутових приладів для приготування їжі, неелектричних нагрівальних пристроїв: обігрівачів приміщень, кухонних плит, жаровень, печей, водонагрівачів тощо  
виробництво вузлів та деталей до неелектричних побутових приладів 
</ul>","<i>Цей підклас не включає:

виробництво машин та устатковання для приготування їжі у готелях та ресторанах (див. 29.53)  
ремонт неелектричних побутових приладів (див. 52.74) 

</i>",DK29_72
SSSU:CL_NACE_R2_UA(1.1.3),DL30_01_1,Виробництво офісного устатковання,,,,DL30.01.1,30.01.1,,"<em>Цей підклас включає:</em>  <ul>
виробництво друкарських машин  
виробництво машин для опрацювання текстів  
виробництво копіювально-розмножувального устатковання (гектографів, ротаторів, листових офсетних копіювальних апаратів), адресувальних машин тощо  
виробництво калькуляторів, касових апаратів, маркувальних машин, квитково-касових машин тощо  
виробництво інших офісних машин та устатковання для сортування, підрахування та пакування монет, банкоматів, машин для укладання у конверти поштової кореспонденції та інших машин для оброблення пошти, машинок для загострення олівців, перфораторів, скобозшивачів тощо  
виробництво вузлів та приладдя до офісного устатковання 
</ul>","<i>Цей підклас не включає:

технічне обслуговування та ремонт офісного устатковання (див. 72.50) 

</i>",DL30_01
SSSU:CL_NACE_R2_UA(1.1.3),DL30_01_2,Монтаж та установлення офісного устатковання,,,,DL30.01.2,30.01.2,,"<em>Цей підклас включає:</em>  <ul>
монтаж та установлення офісного устатковання його виробниками 
</ul>",,DL30_01
