Structure URN,ID,Name EN,Name UK,Description EN,Description UK,ID_ORIG,Details,Included Items,Excluded Items,parent
SSSU:CL_NACE_R2_UA(3.2.1),27_12,Manufacture of electricity distribution and control apparatus,Виробництво електророзподільчої та контрольної апаратури,,,27.12,,"<em>Цей клас включає:</em>  <ul>
 виробництво вимикачів електроживлення  
 виробництво обмежувачів напруги (для розподілення рівня напруги)  
 виробництво пультів керування для розподілення електричної енергії  
 виробництво електричних реле  
 виробництво кабельних каналів для устатковання електричних розподільчих щитів  
 виробництво плавких запобіжників  
 виробництво устатковання для перемикання потужності  
 виробництво перемикачів електроенергії (крім пускових кнопок, затискачів, соленоїдів, тумблерів)  
 виробництво генераторних установок для первинних джерел енергії 
</ul>","<i>Цей клас не включає:

 виробництво приладів контролю за станом навколишнього середовища та промислових процесів, див. 26.51 
 виробництво перемикачів для електричних схем, таких як пускові кнопки та перемикачі моментальної дії, див. 27.33 

</i>",27_1
SSSU:CL_NACE_R2_UA(3.2.1),27_20,Manufacture of batteries and accumulators,Виробництво батарей і акумуляторів,,,27.20,,"Цей клас включає виробництво батарей, що не підлягають перезарядженню, та акумуляторних батарей. <br></br>  <em>Цей клас включає:</em>  <ul>
 виробництво первинних елементів і батарей первинних елементів: 
  
 елементів, які містять діоксид марганцю, діоксид ртуті, оксид срібла тощо 


 виробництво електроакумуляторів, у т.ч. їх частин: 
  
 роз'єднувачі, корпуси, ковпачки 


 виробництво свинцево-кислотних батарей  
 виробництво нікеле-кадмієвих батарей  
 виробництво нікеле-металогідридних батарей живлення  
 виробництво літієвих батарей  
 виробництво сухих батарей  
 виробництво батарей з рідким електролітом 
</ul>",,27_2
SSSU:CL_NACE_R2_UA(3.2.1),27_31,Manufacture of fibre optic cables,Виробництво волоконно-оптичних кабелів,,,27.31,,"<em>Цей клас включає:</em>  <ul>
 виробництво волоконно-оптичних кабелів для передавання даних або прямого передавання зображень 
</ul>","<i>Цей клас не включає:

 виробництво скловолокна або склопряжі, див. 23.14 
 виробництво приладів з волоконно-оптичним кабелем або складових зі з'єднувальними елементами або іншим пристосованням (див. розділ у залежності від призначення продукції, наприклад 26.11) 

</i>",27_3
SSSU:CL_NACE_R2_UA(3.2.1),27_32,Manufacture of other electronic and electric wires and cables,Виробництво інших видів електронних і електричних проводів і кабелів,,,27.32,,"<em>Цей клас включає:</em>  <ul>
 виробництво ізольованих проводів і кабелів зі сталі, міді, алюмінію 
</ul>","<i>Цей клас не включає:

 виробництво (волочіння) дроту, див. 24.34, 24.41, 24.42, 24.43, 24.44, 24.45 
 виробництво кабелів для комп'ютерів, принтерів, USB портів тощо або комплектуючих до них, див. 26.11 
 виробництво комплектів електричних ізольованих проводів зі з'єднувальними елементами, див. 27.90 
 виробництво кабелів, електропроводки та подібних комплектів або комплектуючих для автомобілів, див. 29.31 

</i>",27_3
SSSU:CL_NACE_R2_UA(3.2.1),27_33,Manufacture of wiring devices,Виробництво електромонтажних пристроїв,,,27.33,,"Цей клас включає виробництво струмонесучих і неструмонесучих кабельних пристроїв для електричних схем, незалежно від матеріалів, з яких вони виготовлені. <br></br>  <em>Цей клас включає:</em>  <ul>
 виробництво струмопровідних шин, електричних провідників (крім розподільчих пристроїв)  
 виробництво вимикачів ланцюга заземлення  
 виробництво патронів для ламп  
 виробництво блискавковідводів і котушок індуктивності  
 виробництво перемикачів для електропроводки (наприклад, перемикачів напруги, пускових кнопок, розмикачів, тумблерів)  
 виробництво електричних штепсельних розеток і вилок  
 виробництво коробок для електропроводки (розподільчих коробок, вихідних коробок, комутаційних коробок)  
 виробництво ізоляційних трубок (трубопроводів) і фітингів  
 виробництво опор для ліній електропередачі та лінійної арматури  
 виробництво пластмасових неструмонесучих подовжувачів, у т.ч. пластмасових розподільчих коробок, планшайб, пластмасової лінійної гарнітури та перемикачів 
</ul>","<i>Цей клас не включає:

 виробництво керамічних ізоляторів, див. 23.43 
 виробництво електронних з'єднувачів (коннекторів), розеток і вимикачів, див. 26.11 

</i>",27_3
SSSU:CL_NACE_R2_UA(3.2.1),27_40,Manufacture of electric lighting equipment,Виробництво електричного освітлювального устатковання,,,27.40,,"Цей клас включає виробництво електричних ламп та їх частин (крім скляних колб для електричних ламп), електроосвітлювальних приладів та компонентів для нього (крім струмонесучих кабельних пристроїв). <br></br>  <em>Цей клас включає:</em>  <ul>
 виробництво газорозрядних ламп, ламп розжарювання, флуоресцентних, ультрафіолетових, інфрачервоних і т.п. ламп  
 виробництво стельових освітлювальних приладів  
 виробництво люстр  
 виробництво настільних ламп (у т.ч. освітлювальних приладів)  
 виробництво електричних гірлянд для новорічних ялинок  
 виробництво електрокамінів  
 виробництво кишенькових електричних ліхтарів  
 виробництво електроламп для боротьби з комахами  
 виробництво ліхтарів (наприклад, карбідних, електричних, газових, газолінових, гасових)  
 виробництво прожекторів  
 виробництво приладів для вуличного освітлення (крім світлофорів)  
 виробництво освітлювального устатковання для транспортних засобів (наприклад, для автомобілів, літаків, суден) 
</ul>  <em>Цей клас також включає:</em>  <ul>
 виробництво неелектричного освітлювального устатковання 
</ul>","<i>Цей клас не включає:

 виробництво плафонів і скляних частин для освітлювальних приладів, див. 23.19 
 виробництво струмонесучих кабельних пристроїв для освітлювальних приладів, див. 27.33 
 виробництво стельових вентиляторів у комплекті з освітлювальними приладами, див. 27.51 
 виробництво електричного сигнального устатковання, такого як світлофори та пішохідне сигнальне устатковання, див. 27.90 
 виробництво електричних покажчиків, див. 27.90 

</i>",27_4
SSSU:CL_NACE_R2_UA(3.2.1),27_51,Manufacture of electric domestic appliances,Виробництво електричних побутових приладів,,,27.51,,"<em>Цей клас включає:</em>  <ul>
 виробництво електропобутових приладів: 
  
 холодильників 
 морозильних камер 
 посудомийних машин 
 пральних машин і сушарок 
 пилососів 
 натирачів підлоги 
 розвантажувальних пристроїв для відходів 
 подрібнювачів, блендерів, соковижималок 
 консервовідкривачів (консервних ножів) 
 електробритов, електричних зубних щіток та інших електроприладів, призначених для персонального догляду 
 ножегострил 
 вентиляторів і витяжних шаф 


 виробництво побутових електронагрівальних приладів: 
  
 електричних водонагрівачів 
 електричних ковдр 
 фенів, гребінців, щіток, плойок 
 електричних прасок 
 кімнатних електрообігрівачів і тепловентиляторів, портативних 
 електричних печей 
 мікрохвильових печей 
 електричних плит і плиток 
 тостерів 
 кавоварок та електрочайників 
 електросковорід, ростерів, грилів 
 електронагрівачів напруги тощо


</ul>","<i>Цей клас не включає:

 виробництво холодильників і морозильних камер, кімнатних кондиціонерів, фронтонних вентиляторів, нагрівачів постійної опалювальної системи промислового та професійного призначення, промислових витяжних вентиляторів, промислового кухонного устатковання; устатковання для пралень, устатковання для сухого чищення та віджимання; промислових пилососів тощо, див. 28 
 виробництво побутових швейних машин, див. 28.94 
 установлення централізованих вакуумних очисних пристроїв, див. 43.29 

</i>",27_5
SSSU:CL_NACE_R2_UA(3.2.1),27_52,Manufacture of non-electric domestic appliances,Виробництво неелектричних побутових приладів,,,27.52,,"<em>Цей клас включає:</em>  <ul>
 виробництво неелектричного побутового кухонного устатковання та обігрівачів: 
  
 неелектричних обігрівачів, приладів для приготування їжі, колосникових решіток, печей, водонагрівачів, кухонних приладів, підігрівачів для тарілок тощо


</ul>",,27_5
SSSU:CL_NACE_R2_UA(3.2.1),27_90,Manufacture of other electrical equipment,Виробництво іншого електричного устатковання,,,27.90,,"Цей клас включає виробництво різноманітного електричного устатковання, крім двигунів, генераторів і трансформаторів, батарей та акумуляторів, електропровідних пристроїв, освітлювального устатковання або побутових приладів. <br></br>  <em>Цей клас включає:</em>  <ul>
 виробництво зарядних пристроїв для твердих акумуляторних батарей  
 виробництво електричних пристроїв для відкривання та закривання дверей  
 виробництво електричних дверних дзвоників  
 виробництво подовжувачів з придбаних ізольованих проводів  
 виробництво ультразвукових очисних машин (крім лабораторних і стоматологічних)  
 виробництво перетворювачів твердого стану, випрямлячів, паливних батарей із регульованим і нерегульованим електроживленням  
 виробництво джерел безперебійного живлення (UPS)  
 виробництво обмежувачів перенапруги (крім тих, що використовують для розподілу напруги за рівнями)  
 виробництво шнурів живлення для побутових приладів, подовжувачів та інших електричних шнурів із ізольованою поверхнею та з'єднувачами  
 виробництво вугільних та графітових електродів, контактів та інших електричних вугільних і графітових виробів  
 виробництво прискорювачів заряджених часток  
 виробництво електричних конденсаторів, резисторів і подібних компонентів  
 виробництво електромагнітів  
 виробництво сирен  
 виробництво електронних табло  
 виробництво електричних покажчиків  
 виробництво електричного сигнального устатковання, такого як світлофори та пішохідне сигнальне устатковання  
 виробництво електричних ізоляторів (крім скла та кераміки), трубок і фітингів із недорогоцінних металів  
 виробництво електричного зварювального та паяльного устатковання, у т.ч. ручних паяльників та паяльних пістолетів  
 виробництво частин систем запалювання та інших електричних частин для двигунів внутрішнього згоряння 
</ul>","<i>Цей клас не включає:

 виробництво керамічних ізоляторів, див. 23.43 
 виробництво вугільних і графітних волокон та виробів з них (крім електродів та електричних компонентів), див. 23.99 
 виробництво електронних випрямлячів, інтегральних схем регулювання напруги, силових перетворювачів, електронних конденсаторів, резисторів і подібних пристроїв, див. 26.11 
 виробництво трансформаторів, двигунів, генераторів, комутаційної апаратури, реле та промислових приладів контролю, див. 27.1 
 виробництво батарей, див. 27.20 
 виробництво комунікаційних електросистем, струмонесучих та неструмонесучих пристроїв, див. 27.3 
 виробництво освітлювального устатковання, див. 27.40 
 виробництво електричних побутових приладів, див. 27.5 
 виробництво неелектричного устатковання для зварювання та паяння, див. 28.29 
 виробництво електричного устатковання для транспортних засобів, такого як генератори, генератори змінного струму, свічки запалювання, електропроводки системи запалювання, системи автоматичного відкривання/закривання вікон і дверей, регулятори напруги, див. 29.31 

</i>",27_9
SSSU:CL_NACE_R2_UA(3.2.1),28_11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Виробництво двигунів і турбін, крім авіаційних, автотранспортних і мотоциклетних двигунів",,,28.11,,"<em>Цей клас включає:</em>  <ul>
 виробництво двигунів внутрішнього згоряння, крім автомобільних, авіаційних і мотоциклетних тягових двигунів: 
  
 суднових двигунів 
 дизельних двигунів 


 виробництво впускних і випускних клапанів, поршнів, поршневих кілець, карбюраторів тощо для всіх видів двигунів внутрішнього згоряння, дизельних двигунів тощо  
 виробництво витяжних та вихлопних вентилів для двигунів внутрішнього згоряння  
 виробництво турбін та їх частин: 
  
 парових та інших турбін 
 гідравлічних турбін, водяних коліс і регуляторів для них 
 вітряних турбін (вітряків) 
 газових турбін, крім турбореактивних і турбоґвинтових двигунів для літаків 


 виробництво котлотурбінних установок  
 виробництво турбогенераторних установок  
 виробництво двигунів для промислового використання 
</ul>","<i>Цей клас не включає:

 виробництво електрогенераторів (крім турбогенераторних установок), див. 27.11 
 виробництво генераторних установок для первинних двигунів (крім турбогенераторних установок), див. 27.11 
 виробництво електричного устатковання та компонентів для двигунів внутрішнього згоряння, див. 29.31 
 виробництво тягових двигунів для автотранспортних засобів, літаків і мотоциклів, див. 29.10, 30.30, 30.91 
 виробництво турбореактивних і турбоґвинтових двигунів, див. 30.30 

</i>",28_1
SSSU:CL_NACE_R2_UA(3.2.1),28_12,Manufacture of fluid power equipment,Виробництво гідравлічного та пневматичного устатковання,,,28.12,,"<em>Цей клас включає:</em>  <ul>
 виробництво гідравлічних і пневматичних компонентів (у т.ч. гідравлічних помп для гідравлічних двигунів, гідравлічних і пневматичних циліндрів, клапанів, шлангів і фітингів)  
 виробництво пневматичного устатковання з очищення стиснутого повітря для використання в пневматичних системах  
 виробництво гідравлічних систем  
 виробництво гідравлічного трансмісійного устатковання  
 виробництво приладів об'ємної гідропередачі 
</ul>","<i>Цей клас не включає:

 виробництво компресорів, див. 28.13 
 виробництво насосів для негідравлічного використання, див. 28.13 
 виробництво клапанів для негідравлічного використання, див. 28.14 
 виробництво механічного трансмісійного устатковання, див. 28.15 

</i>",28_1
SSSU:CL_NACE_R2_UA(3.2.1),28_13,Manufacture of other pumps and compressors,Виробництво інших помп і компресорів,,,28.13,,"<em>Цей клас включає:</em>  <ul>
 виробництво повітряних або вакуумних помп, повітряних або інших газових компресорів  
 виробництво помп для рідин, обладнаних або необладнаних вимірювальними пристроями  
 виробництво помп, спроектованих для обладнання двигунів внутрішнього згоряння: масляних, водяних і паливних помп для автотранспортних засобів тощо 
</ul>  <em>Цей клас також включає:</em>  <ul>
 виробництво ручних помп  
 виробництво компресорів 
</ul>","<i>Цей клас не включає:

 виробництво гідравлічного та пневматичного устатковання, див. 28.12 

</i>",28_1
SSSU:CL_NACE_R2_UA(3.2.1),28_14,Manufacture of other taps and valves,Виробництво інших кранів і клапанів,,,28.14,,"<em>Цей клас включає:</em>  <ul>
 виробництво промислових кранів, вентилів і клапанів, у т.ч. регулювальних клапанів, впускних і випускних кранів  
 виробництво кранів, вентилів і клапанів для водопровідних систем  
 виробництво кранів, вентилів і клапанів для опалювальних систем 
</ul>","<i>Цей клас не включає:

 виробництво вентилів із незміцненої вулканізованої гуми, скла або кераміки, див. 22.19, 23.19 або 23.44 
 виробництво впускних і випускних клапанів для двигунів внутрішнього згоряння, див. 28.11 
 виробництво гідравлічних і пневматичних клапанів та устатковання для очищення стиснутого повітря для використання в пневматичних системах, див. 28.12 

</i>",28_1
SSSU:CL_NACE_R2_UA(3.2.1),28_15,"Manufacture of bearings, gears, gearing and driving elements","Виробництво підшипників, зубчастих передач, елементів механічних передач і приводів",,,28.15,,"<em>Цей клас включає:</em>  <ul>
 виробництво кулькових і роликових підшипників та їх частин  
 виробництво механічного силового трансмісійного устатковання: 
  
 трансмісійних валів і кривошипів: кулачкових валів, колінчастих валів, колінчастих важелів тощо 
 корпусів підшипників і підшипників ковзання 


 виробництво механізмів, зчеплень, коробок передач та інших механізмів для змінювання швидкостей  
 виробництво зчеплень і муфт зчеплення валів  
 виробництво махових коліс і шківів  
 виробництво шарнірних з'єднань для ланцюгів  
 виробництво привідних ланцюгів 
</ul>","<i>Цей клас не включає:

 виробництво ланцюгів, крім привідних, див. 25.93 
 виробництво гідравлічного трансмісійного устатковання, див. 28.12 
 виробництво приладів об'ємної гідропередачі, див. 28.12 
 виробництво електромагнітних зчеплень, див. 29.31 
 виробництво комплектуючих для силового трансмісійного устатковання для автотранспортних засобів або літаків, див. розділи 29 і 30 

</i>",28_1
SSSU:CL_NACE_R2_UA(3.2.1),28_21,"Manufacture of ovens, furnaces and furnace burners","Виробництво духових шаф, печей і пічних пальників",,,28.21,,"<em>Цей клас включає:</em>  <ul>
 виробництво електричних та інших промислових і лабораторних печей, у т.ч. сміттєспалювальних і кремаційних печей  
 виробництво пальників  
 виробництво стаціонарних електричних обігрівачів (камінів), електричних підігрівачів для плавальних басейнів  
 виробництво стаціонарного неелектричного побутового нагрівального устатковання, такого як прилади сонячного обігрівання, парового опалення, масляного обігрівання та подібного нагрівального устатковання  
 виробництво електричних печей побутового призначення (печей з нагнітанням повітря, теплових насосів тощо), неелектричних печей з нагнітанням повітря 
</ul>  <em>Цей клас також включає:</em>  <ul>
 виробництво механічних топок, колосникових решіток і пристроїв для видалення золи 
</ul>","<i>Цей клас не включає:

 виробництво побутових печей, див. 27.51 
 виробництво сушарок сільськогосподарських продуктів, див. 28.93 
 виробництво неелектричних хлібопекарських печей, див. 28.93 
 виробництво сушарок для деревини, паперової маси, паперу або картону, див. 28.99 
 виробництво медичних, хірургічних або лабораторних стерилізаторів, див. 32.50 
 виробництво зуболікарських лабораторних печей, див. 32.50 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_22,Manufacture of lifting and handling equipment,Виробництво підіймального та вантажно-розвантажувального устатковання,,,28.22,,"<em>Цей клас включає:</em>  <ul>
 виробництво підіймального, навантажувального та розвантажувального устатковання з ручним або механічним приводом: 
  
 талів, поліспастів, лебідок, кабестанів, домкратів тощо 
 дерик-кранів, підіймальних кранів, пересувних підіймальних ферм, портальних навантажувачів тощо 
 навантажувачів промислового типу, обладнаних або необладнаних підіймальними та вантажно-розвантажувальними пристроями (самохідними або несамохідними), у т.ч. ручних візків і тачок, що є частиною промислового устатковання 
 механічних маніпуляторів і промислових роботів, призначених для підіймальних і вантажно-розвантажувальних робіт 


 виробництво конвеєрів, телеметричної апаратури тощо  
 виробництво ліфтів, ескалаторів і рухомих доріжок  
 виробництво частин підіймального та вантажно-розвантажувального устатковання 
</ul>","<i>Цей клас не включає:

 виробництво промислових роботів багатоцільового використання, див. 28.99 
 виробництво елеваторів та конвеєрів безперервної дії для підземних робіт, див. 28.92 
 виробництво екскаваторів, у т.ч. одноківшових, одноківшових навантажувачів, див. 28.92 
 виробництво плавучих кранів, вагонів-кранів, кранів-автомобілів, див. 29.10, 30.11, 30.20 
 монтаж ліфтів та ескалаторів, у т.ч. їх ремонт і технічне обслуговування, див. 43.29 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_23,Manufacture of office machinery and equipment (except computers and peripheral equipment),"Виробництво офісних машин і устатковання, крім комп'ютерів і периферійного устатковання",,,28.23,,"<em>Цей клас включає:</em>  <ul>
 виробництво лічильних машин  
 виробництво арифмометрів, контрольно-касових апаратів  
 виробництво електронних або інших калькуляторів  
 виробництво франкувальних машин, поштових сортувальних машин (машин для укладання кореспонденції, заклеювання й адресування конвертів; відкривання, сортування, сканування), машин для комплектування  
 виробництво друкарських машинок  
 виробництво стенографічних машинок  
 виробництво офісного устатковання для переплетення (пластмасового або стрічкового)  
 виробництво машин для роздрукування банківських чеків  
 виробництво техніки для підрахунку та пакування грошей  
 виробництво машинок для загострення олівців  
 виробництво степлерів і антистеплерів  
 виробництво машин для підрахунку голосів  
 виробництво тримачів для клейкої стрічки  
 виробництво компостерів і діроколів  
 виробництво механічних касових апаратів  
 виробництво фотокопіювальних машин  
 виробництво картриджів для тонерів  
 виробництво шкільних дощок; дощок для відеоконференцій і дощок для маркерів  
 виробництво диктофонів 
</ul>","<i>Цей клас не включає:

 виробництво комп'ютерів і периферійного устатковання, див. 26.20 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_24,Manufacture of power-driven hand tools,Виробництво ручних електромеханічних і пневматичних інструментів,,,28.24,,"<em>Цей клас включає:</em>  <ul>
 виробництво ручних інструментів з електричними або неелектричними двигунами або з пневматичними приводами, таких як: 
  
 циркулярні пили або ножівки 
 ланцюгові пилки (бензопили) 
 бури та бурильні молотки 
 ручні шліфувальні верстати із вбудованим двигуном 
 пневматичні цвяхозабивні верстати 
 буфери 
 фасонно-фрезерні верстати 
 шліфувальні верстати (фарботерні машини) 
 скобозшивачі 
 пневматичні ручні інструменти для клепання 
 стругальні верстати 
 ножиці для різання металу 
 пневматичні гайкові ключі ударної дії 
 цвяхозабивні верстати (крім пневматичних)


</ul>","<i>Цей клас не включає:

 виробництво змінних частин для ручних інструментів, див. 25.73 
 виробництво електричного ручного устатковання для зварювання та паяння, див. 27.90 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_25,Manufacture of non-domestic cooling and ventilation equipment,Виробництво промислового холодильного та вентиляційного устатковання,,,28.25,,"<em>Цей клас включає:</em>  <ul>
 виробництво холодильного або морозильного устатковання промислового призначення, у т.ч. їх складових і компонентів  
 виробництво промислових установок для кондиціювання повітря, у т.ч. кондиціонерів для автотранспортних засобів  
 виробництво промислових вентиляторів  
 виробництво теплообмінників  
 виробництво машин для скраплювання повітря або газів  
 виробництво фронтонних вентиляторів (настінних, стельових вентиляторів тощо) 
</ul>","<i>Цей клас не включає:

 виробництво побутового холодильного або морозильного устатковання, див. 27.51 
 виробництво побутових вентиляторів, див. 27.51 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_29,Manufacture of other general-purpose machinery n.e.c.,"Виробництво інших машин і устатковання загального призначення, н.в.і.у.",,,28.29,,"<em>Цей клас включає:</em>  <ul>
 виробництво устатковання для зважування (крім високоточних лабораторних ваг): 
  
 побутових ваг і ваг для магазинів, стаціонарних і конвеєрних ваг, платформних ваг, гир тощо 


 виробництво устатковання для фільтрування або очищення рідин  
 виробництво устатковання для розкидання, розсіювання, розбризкування або розпилювання рідин чи порошків: 
  
 розпилювачів, вогнегасників, піскоструминних і пароструминних пристроїв тощо 


 виробництво пакувальних і обгортальних машин: 
  
 машин для наповнювання та розливання, закупорювання, закривання, закочування, пломбування, наклеювання етикеток тощо 


 виробництво машин для миття та сушіння пляшок і газування напоїв  
 виробництво дистиляційних і ректифікаційних установок для очищення нафти, для хімічної промисловості, виробництва напоїв тощо  
 виробництво газогенераторів  
 виробництво каландрів і каландрового устатковання (крім призначених для оброблення металів чи скла)  
 виробництво центрифуг (крім молочних сепараторів і сушарок для одягу)  
 виробництво прокладок та ущільнювачів з листового металу в поєднанні з іншим матеріалом, або таких, які містять два чи більше шарів металу  
 виробництво торгових автоматів  
 виробництво нівелірів, сантиметрів (мірних стрічок) і подібних ручних інструментів, точних приладів (крім оптичних) для слюсарів і механіків  
 виробництво неелектричного устатковання для зварювання та паяння  
 виробництво стояків водяного охолодження тощо для безпосереднього охолодження за допомогою води, що циркулює 
</ul>","<i>Цей клас не включає:

 виробництво високочутливих лабораторних ваг, див. 26.51 
 виробництво побутового холодильного або морозильного устатковання, див. 27.51 
 виробництво побутових вентиляторів, див. 27.51 
 виробництво електричного устатковання для зварювання та паяння, див. 27.90 
 виробництво сільськогосподарських обприскувачів і розкидачів, див. 28.30 
 виробництво прокатного устатковання і валків до нього для виготовлення листового металу або листового скла, див. 28.91, 28.99 
 виробництво сушарок для сільськогосподарських продуктів, див. 28.93 
 виробництво устатковання для фільтрування або очищення продуктів харчування, див. 28.93 
 виробництво молочних сепараторів, див. 28.93 
 виробництво промислових сушарок для одягу, див. 28.94 
 виробництво устатковання для друкування на текстилі, див. 28.94 
 виробництво апаратури лабораторного типу для дистиляції, центрифуг і машин для ультразвукового очищення лабораторного типу, див. 32.50 

</i>",28_2
SSSU:CL_NACE_R2_UA(3.2.1),28_30,Manufacture of agricultural and forestry machinery,Виробництво машин і устатковання для сільського та лісового господарства,,,28.30,,"<em>Цей клас включає:</em>  <ul>
 виробництво тракторів для сільського та лісового господарства  
 виробництво тракторів, які керуються водієм, що іде поруч (мотоблоків)  
 виробництво косарок, у т.ч. газонокосарок  
 виробництво сільськогосподарських самозавантажувальних і саморозвантажувальних причепів і напівпричепів  
 виробництво сільськогосподарської техніки для підготовки ґрунту, садіння рослин або внесення добрив: 
  
 плугів, розкидачів добрив, сівалок, борін тощо 


 виробництво техніки для збирання врожаю та обмолоту: 
  
 комбайнів, молотарок, сортувальних машин тощо 


 виробництво доїльних апаратів  
 виробництво техніки для захисту сільськогосподарських культур, у т.ч. обприскувачі  
 виробництво іншої сільськогосподарської техніки: 
  
 устатковання для птахівництва, бджільництва, підготування кормів тощо 
 машин і устатковання для очищення, сортування або маркування яєць, фруктів тощо


</ul>","<i>Цей клас не включає:

 виробництво ручних інструментів для сільського, лісового господарства та садівництва, не обладнаних двигуном, див. 25.73 
 виробництво конвеєрів для використання на фермах, див. 28.22 
 виробництво ручних інструментів, обладнаних електричним двигуном, див. 28.24 
 виробництво молочних сепараторів, див. 28.93 
 виробництво машин і устатковання для очищення, сортування або калібрування насіння, зерна або сушених бобових овочів, див. 28.93 
 виробництво дорожніх тягачів для напівпричепів, див. 29.10 
 виробництво дорожніх причепів і напівпричепів, див. 29.20 

</i>",28_3
